,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2000_agg,2010_agg,pct_delta
365,99500,98012,Bothell,WA,Seattle,Snohomish,366,100.7524,100.1919,101.1395,100.5432,100.3763,98.8891,99.7133,101.8366,106.3453,104.8343,103.3315,102.8224,103.5808,105.4102,107.4326,107.0804,107.5589,108.6577,109.3268,109.0575,108.0144,109.1736,108.7527,110.9798,113.8473,115.4089,116.5562,117.0585,120.0294,119.2288,118.0212,118.7634,120.2408,119.2982,122.4244,124.0477,123.336,122.4477,123.1183,123.7468,125.1827,125.4838,125.7534,125.1047,129.361,126.2589,125.9511,128.4754,129.5975,130.5348,129.7188,132.0408,132.4642,132.9976,133.6239,133.0478,130.8425,130.7598,131.9313,131.9682,134.6701,135.9359,135.8624,135.9971,135.2889,135.1758,138.6461,138.8328,138.5269,136.0061,137.9576,138.7049,139.8047,139.7065,141.6925,141.2331,140.2024,140.3919,143.4922,143.0064,141.6985,141.3834,140.4218,145.9407,145.5733,145.8007,148.3322,148.5675,148.2939,150.177,148.6055,149.7561,150.75,152.301,153.8062,154.8047,155.5543,155.7928,154.7,156.4427,156.4943,156.6222,158.5701,162.168,162.8016,158.4703,157.572,160.3684,163.0941,168.3609,169.2366,172.8265,173.7188,176.0088,176.9407,178.558,181.2469,181.7992,180.4099,185.4034,188.55,194.8764,198.6861,201.9697,206.7069,211.18,213.6832,214.7051,214.0608,212.6974,215.1121,216.4184,215.1725,212.4391,217.1679,216.3607,219.4401,217.001,209.9346,213.3769,209.6842,206.2353,198.016,202.6909,200.2526,205.0341,203.8243,203.1358,199.8765,194.0165,193.3402,191.6016,181.6472,175.9463,182.2928,181.2294,176.0591,172.1697,175.0477,173.8549,174.2784,178.9653,178.2126,177.2798,180.7893,185.9842,179.4548,175.615,180.5376,178.972,177.2385,174.1427,162.1397,159.0553,168.1946,153.6981,152.9403,154.5905,146.4179,142.3877,150.4961,151.4938,155.547,150.6119,150.8821,148.8332,151.683,147.3051,141.7527,140.962,141.2199,149.6525,156.1303,156.175,151.5829,164.3044,172.258,168.0782,169.3115,160.6547,163.0179,163.123,160.1591,165.7731,168.1736,172.8793,173.2387,177.6973,174.6459,176.815,177.5682,180.9715,177.616,173.835,178.1907,181.1573,183.7197,184.5916,187.6063,188.2408,189.2674,194.0403,190.7798,188.4479,187.8911,186.2923,181.0316,187.0276,193.1993,199.1517,201.6758,202.237,202.4027,202.3465,195.9809,125.438966667,172.173666667,1.37256923619
366,69672,28027,Concord,NC,Charlotte,Cabarrus,367,73.6913,73.6986,72.529,72.5006,73.8474,75.3514,75.2431,75.7427,75.6536,75.9829,76.1336,76.9999,76.3041,76.4192,77.0144,76.1486,76.3064,76.6625,75.8173,75.0933,75.4428,73.3186,74.1216,75.5511,77.2821,77.7269,77.2166,76.6583,78.1572,77.1939,79.3501,78.5353,77.012,73.5764,75.5323,77.36,79.056,79.3482,81.0223,80.3246,79.3777,79.0468,79.5997,79.1571,78.8568,80.312,78.9585,78.5071,77.6676,80.6969,79.9065,78.7497,79.6092,80.5602,80.5749,80.5704,81.7071,79.1751,80.6214,81.1365,84.5069,83.629,81.3453,82.7518,84.0366,81.853,81.8495,82.7899,82.5646,83.9606,84.3968,88.1923,89.1347,86.5528,84.66,83.5586,85.1626,85.5586,84.6719,84.9901,85.3041,87.4066,87.279,85.441,85.3038,86.9743,85.8984,86.1588,87.7279,88.8784,90.6224,93.368,90.6461,86.6313,85.0217,83.7483,83.2331,84.0667,85.5501,84.7815,85.5484,86.9724,85.8688,86.4772,84.4675,84.9373,84.4214,83.649,84.2777,86.0152,87.9403,87.4736,88.8253,89.1756,88.6576,89.455,88.9045,89.1467,89.4194,90.3902,90.9932,93.647,95.0532,97.9538,96.5273,95.9576,94.7984,95.9346,96.536,96.5298,96.9341,97.1354,96.2678,98.2747,100.5789,101.3094,99.9626,100.7125,100.5285,99.4188,96.048,94.7522,95.3806,97.0251,98.5028,98.1131,98.4932,96.0583,95.8217,94.0403,94.4131,91.0594,90.5769,93.0816,93.3778,94.7469,93.0561,89.9629,87.2278,92.8197,91.9267,90.8759,93.6992,93.77,94.5418,93.7436,89.6597,91.3074,91.426,88.2793,89.2765,87.8978,88.454,87.66,85.8081,85.8371,87.7425,91.0908,88.4731,86.0666,83.3558,84.1881,83.5823,86.4967,86.8655,88.606,87.536,86.7785,88.5148,,87.5239,89.2179,89.1153,87.5142,87.9681,89.7268,88.7618,83.2791,87.4166,89.3893,88.0179,87.5743,86.5299,89.2292,90.4956,89.5999,91.8065,92.0202,90.8952,91.5905,88.8323,91.2826,94.1153,92.1725,93.0173,93.6096,92.789,93.9359,91.3455,93.7403,93.6465,92.178,92.3095,93.9543,93.4189,93.0039,93.0248,97.2535,99.1363,97.4088,98.0782,99.4787,98.6342,97.9318,,77.6878333333,92.6386666667,1.19244755185
367,96917,92562,Murrieta,CA,Riverside,Riverside,368,77.4255,78.5372,76.9513,75.3325,75.0698,73.7464,72.933,73.0361,74.5257,74.3917,74.2854,76.1986,76.6881,76.3784,75.1581,74.6848,75.0714,78.0342,77.2471,77.6226,78.3883,77.8599,77.9593,78.734,80.1952,79.7094,79.1278,82.2236,82.4696,82.8246,82.6745,82.4567,81.4434,84.1884,87.6722,87.618,88.2751,91.5402,93.8955,98.5123,97.3511,94.5364,94.5685,96.8556,96.646,98.2551,97.9706,98.4734,98.2901,99.8067,100.1824,101.9604,100.2031,102.9107,103.6645,107.682,109.0274,107.9935,105.351,105.2457,107.2694,108.7018,110.9123,109.7792,109.2731,109.3354,107.1966,106.8967,107.6942,108.8415,110.5727,114.5335,116.9947,118.7009,120.23,118.5499,125.0874,130.1784,127.7592,124.8426,125.1108,131.4417,140.3399,141.7195,139.6068,141.7675,142.749,147.811,148.1155,151.1973,157.2658,157.3559,155.9684,156.2093,162.1259,174.4656,178.6053,187.2396,185.8918,189.7374,191.5911,190.6304,191.8292,188.5679,186.1423,192.7059,187.5912,184.6616,188.4553,193.559,203.3551,208.1362,206.1744,209.4571,210.5681,205.512,203.4209,201.3615,205.0828,213.5298,219.2542,215.4854,212.3429,218.7165,223.5321,217.9979,221.0694,221.8986,221.3374,216.5771,213.5201,218.7791,221.736,222.4189,217.5259,217.8884,211.8518,203.0828,188.0059,188.9797,180.474,175.1238,157.333,146.6574,145.1595,145.9382,146.2835,147.0411,142.2781,132.824,129.008,126.9854,124.1222,116.3017,108.5756,106.9339,110.2693,107.4018,103.3959,108.5545,107.9552,111.0784,109.4725,107.906,105.3424,104.8086,103.1485,105.77,107.1825,108.795,110.7453,111.0409,111.5886,112.4096,113.3358,111.6229,111.5639,112.1115,109.8404,108.8806,110.5617,111.977,109.3921,109.4828,111.1734,114.3407,113.5684,114.8971,108.7163,105.9098,103.6839,103.6529,106.3279,110.5216,116.8802,116.78,119.1536,115.8842,112.4706,118.2978,119.4888,120.0264,121.9614,125.7891,132.5745,137.2624,142.9159,148.7884,150.8776,156.62,154.6087,155.8689,154.1396,153.5342,157.5117,159.9259,159.6265,157.3073,156.7199,158.3194,160.3269,164.4968,167.3349,163.8234,160.3695,157.9396,156.5482,162.2132,160.9818,165.6763,169.0081,170.5305,170.6357,170.357,172.621,96.8123333333,111.073933333,1.14731180945
368,98861,96720,Hilo,HI,Hilo,Hawaii,369,,,,,,,,,,72.3140495868,,78.8743,,,,,,,,91.7957544464,96.8732,,93.1514,84.4501,94.8496,96.9636,96.0568,93.4371,95.9514,108.4334,98.2477,101.9831,103.5032,96.1519,100.7179,95.0687,91.7514,99.7547,101.0009,98.283,97.555,98.4456,96.3795,98.8162,90.0982,99.3057,97.2523,102.6706,98.8793,95.2271,92.6206,95.8579,97.7607,98.855,93.0519,103.1005,97.9341,101.5572,99.3547,100.8471,98.4475,90.4826,92.3066,102.1519,100.8764,101.229,106.0918,104.9442,107.4598,105.7845,100.7691,97.0038,95.9978,94.6425,96.7126,98.8327,98.4063,109.2464,107.8863,102.9513,106.5034,110.958,116.3298,119.9087,114.9934,115.8537,123.5987,119.6166,119.8565,120.4541,126.4174,136.8022,135.6364,126.4167,123.0147,130.2031,138.4976,150.0964,151.1374,156.5656,164.1709,166.3499,172.5382,166.0243,166.0903,176.3551,190.1184,195.9622,195.8991,201.7719,209.2424,229.1667,236.7682,247.0894,244.046,244.3931,248.957,258.4658,271.8953,270.5137,272.057,252.0913,263.5656,247.9308,254.8444,247.2562,263.6792,268.4219,270.0226,,267.5478,268.4355,247.9472,236.935,233.6322,222.9689,223.119,237.9775,240.572,219.6117,213.7762,198.3672,239.3623,234.8565,233.7671,244.3403,228.1056,214.5363,228.0762,238.3548,206.8405,209.6458,215.762,194.8313,198.0333,196.6586,197.2218,210.8764,216.2664,214.9369,206.5202,203.5505,216.9758,228.3511,213.4491,213.3774,202.1615,190.8325,172.562,167.3125,177.3307,181.7087,189.2178,205.4249,203.0568,185.8238,189.1714,185.1357,188.0112,185.7771,186.2529,179.2638,186.8546,177.4389,161.4392,166.6158,185.7201,181.9163,181.3397,170.4666,,189.950980392,199.4969,189.58,184.6371,184.7436,173.7372,,175.3824,,187.0287,183.4991,177.7858,178.0587,179.6164,180.558,194.9886,180.109,178.0619,191.884,189.2517,172.8695,173.3482,181.8541,183.0039,177.7119,184.5699,175.2024,190.1788,191.4689,195.6136,193.1945,197.3663,208.2477,212.5814,202.4024,201.893,183.5786,195.4493,206.1307,210.2864,207.335,199.9653,219.2098,232.2264,99.0049333333,197.781466667,1.99769304425
369,99534,98052,Redmond,WA,Seattle,King,370,103.6974,103.6784,102.7104,99.8444,102.3502,104.677,107.6532,104.1785,104.8559,105.0546,106.1919,104.3311,104.7741,106.6287,110.0495,112.4378,113.151,114.1099,112.7342,111.0085,113.4792,118.5314,120.1582,120.1652,118.3646,122.2769,126.1599,127.4415,126.5576,128.508,130.106,128.5264,130.8881,133.3706,131.7785,130.0164,129.9179,136.2038,141.2913,137.655,135.9883,140.0562,142.078,142.5535,142.0344,137.9292,145.2752,146.2583,151.401,149.7684,151.5164,149.0101,146.1277,149.2032,153.3829,152.0537,151.3954,150.7872,148.8858,154.3907,155.8231,157.2155,155.7541,157.2432,158.162,159.68,162.1941,158.2936,156.942,155.6962,159.1986,160.7152,163.7688,163.5894,166.5233,165.4011,163.5336,165.463,164.9859,166.7899,163.391,160.5951,160.9657,166.9187,168.9259,168.443,168.0956,169.5465,171.5866,175.0652,176.1699,173.3295,171.1705,172.9077,171.9795,175.4823,179.1999,179.0643,179.6207,183.9169,187.2677,188.3299,186.742,185.1454,188.2838,189.0662,193.4208,196.4893,202.9829,207.3938,205.8234,209.6384,215.2004,214.8426,215.5683,218.8585,225.9811,228.877,226.5672,232.4617,241.9333,244.0218,248.342,252.9689,252.6414,250.0907,250.6087,253.3284,263.2088,265.2569,265.4617,269.5743,273.1888,272.6368,278.3718,281.8377,281.8459,285.3163,282.6339,285.7519,277.5377,266.764,270.9545,274.7699,269.0985,262.0908,261.1719,254.4966,259.9929,257.3224,256.3298,251.8693,248.5446,255.2579,247.0984,239.9843,225.6526,225.5019,225.2519,233.686,237.0381,232.6156,234.3888,238.6288,238.4391,232.5119,228.3997,225.865,226.5321,224.0408,223.941,224.1684,228.3626,226.931,224.5247,220.868,214.4352,213.8703,217.4084,214.8415,206.1546,211.3894,214.4503,211.1546,211.2411,206.1265,199.6075,222.2288,219.8591,201.4918,192.284,189.0285,197.152,208.6121,212.5957,214.1077,213.2184,218.7533,219.1123,218.081,215.3712,210.0074,217.4708,222.9621,233.6603,236.3361,240.2458,245.3965,244.4062,238.4177,239.4508,235.041,235.0277,248.9495,258.7001,265.1401,257.7233,259.5452,264.9201,267.3868,258.87,257.8795,252.7576,264.2347,255.7824,255.5134,247.9259,261.1925,274.2333,286.0668,290.2602,287.8156,283.476,284.6707,280.1794,140.695666667,233.880033333,1.66231156136
370,72392,33063,Margate,FL,Miami-Fort Lauderdale,Broward,371,53.4445,53.5538,54.8057,58.8167,56.2841,52.3124,54.355,58.2302,57.2206,59.0907,61.5852,59.9954,56.561,55.7125,56.7437,60.1343,59.5225,58.5807,56.889,57.4383,53.2419,53.2595,58.7716,60.2263,60.6478,59.5939,59.8425,60.9412,61.1684,62.8488,62.6591,61.9145,62.5549,62.2621,60.5925,58.8734,59.0708,60.6481,63.14,61.504,62.1154,61.7791,61.5794,62.2613,62.7508,60.1268,58.6909,60.0805,60.7693,63.1097,64.7189,64.7835,66.174,64.7017,66.8238,66.9638,65.5146,65.6054,67.6042,69.8898,69.8343,71.4418,73.5101,76.1321,77.561,77.1221,73.8423,75.2279,75.3661,78.2764,80.1869,82.2641,84.1408,85.179,84.852,87.0099,89.7497,90.4831,88.8639,91.331,90.8873,92.3111,91.5951,91.6385,92.1135,95.4463,100.0315,102.2333,102.2846,107.0615,107.6565,109.3179,107.0317,105.6353,102.0173,104.4651,105.9336,109.5558,109.3467,110.0091,115.7736,120.3054,119.6663,122.5085,125.1067,125.2247,128.3305,136.6131,142.5017,138.7836,146.6339,157.9252,166.458,168.8494,175.4392,176.9758,176.8519,177.1552,173.6616,179.4011,177.7631,172.3511,175.4849,182.9577,182.0936,180.5701,179.6631,179.0133,178.1741,179.2823,176.1707,167.3531,168.0188,161.5395,157.9105,159.6155,157.3644,153.7178,151.7848,143.0324,139.9477,138.8633,125.0329,114.1362,114.1028,102.195,107.1814,110.3316,108.099,106.2643,94.3572,92.9739,86.9119,76.8665,78.6181,74.0056,63.7694,59.6734,73.4007,82.5846,79.3623,76.1683,69.488,73.3039,75.7564,58.3641,53.7683,59.2095,60.8128,58.5745,61.494,59.6233,56.4016,64.4649,66.4807,67.139,58.0796,49.8757,47.5254,45.5045,47.2121,47.6551,52.871,54.1408,51.547,55.5574,58.3251,62.2473,63.2343,64.5915,63.6473,64.8105,57.9339,60.3897,61.8767,71.447,67.3476,67.2156,60.7919,67.8527,68.2282,65.3528,64.3926,60.29,63.4477,66.2737,77.8103,80.9801,84.6676,82.0018,80.0869,84.5322,86.2175,78.4941,75.3331,73.1193,77.2433,76.532,78.2088,86.4274,92.9401,94.7227,93.4325,96.154,93.4779,90.0055,85.8872,95.6971,98.2452,104.6696,110.0608,111.8564,118.9508,120.9974,113.8788,62.6647666667,61.7021,0.984637832104
371,66832,21222,Dundalk,MD,Baltimore,Baltimore,372,66.2331,67.5966,71.6597,72.2526,69.9609,67.78,70.7515,75.093,74.9237,70.5145,70.6772,68.8134,67.5887,68.8914,70.8428,71.123,71.8647,72.0751,70.261,71.3501,70.0429,70.6131,66.1722,68.3571,68.1016,70.3925,70.0603,70.8442,70.42,67.392,69.2442,68.5765,71.0832,70.7739,68.6596,65.9924,61.8442,66.6326,71.0015,72.4655,73.0316,74.1794,71.513,70.0414,66.433,68.0863,69.9462,71.6509,69.4354,69.8584,68.8034,71.7564,73.4364,73.7492,71.8778,71.2899,70.9635,71.268,72.665,71.3554,72.5169,73.4538,74.6484,72.5269,73.3926,75.8207,76.6118,75.5348,74.4202,73.5862,72.8072,72.9487,73.4889,76.678,75.8384,75.8002,77.7327,77.8832,79.5954,79.3107,78.5835,78.5843,78.9904,76.8123,75.471,77.9194,81.2646,81.5038,82.2371,80.1928,81.2451,81.7383,82.6987,84.6004,83.3994,84.4995,85.8718,87.7463,89.2767,91.7995,93.2373,98.9583,99.1048,102.6965,98.1058,96.3062,97.0182,99.6626,99.4894,107.6784,112.9294,119.6908,124.1379,126.0231,128.611,130.1595,128.9202,131.6406,135.4702,136.4815,135.1766,142.5565,146.5079,146.445,145.1738,145.6597,149.3345,147.354,150.6655,150.4738,149.0011,149.5361,149.1343,153.9471,157.1831,158.7508,155.3288,157.0561,159.847,160.3174,155.6982,150.0977,147.3079,152.5387,153.3557,152.5296,148.9544,145.7373,146.0175,147.8465,149.1408,145.0224,143.6268,137.7209,139.4084,126.1895,127.0982,126.9243,134.1932,146.1751,142.4696,142.5493,138.9135,141.2303,140.5197,135.1766,119.3244,121.0613,128.0072,132.0097,134.5013,125.2521,114.5833,119.7116,121.0075,124.8447,121.7454,119.4087,111.6742,104.6687,100.9013,109.1736,116.6633,120.3368,117.8993,122.5046,117.6835,111.1361,110.7801,103.8206,101.8148,97.3234,97.0114,103.3745,108.4427,112.1738,109.2971,109.8303,101.998,101.1612,96.259,99.2452,91.5202,93.3966,106.3895,111.5723,116.6551,112.4119,108.4874,103.3405,107.004,113.4465,104.6094,106.7722,98.1422,101.1719,101.9669,105.5113,111.3393,113.5469,112.6946,116.3859,113.0898,109.7091,106.0623,116.1621,112.5977,114.3799,107.6886,114.2499,119.5473,121.0159,123.4824,124.1874,,70.0427333333,130.768733333,1.86698501201
372,62658,12550,Town of Newburgh,NY,New York,Orange,373,68.1023,72.0551,76.7475,70.6792,77.6414,78.0233,74.762,79.1827,87.3258,89.4477,80.694,78.7342,73.4876,71.6653,71.7461,77.1207,77.9562,79.7762,72.7231,71.2308,76.1693,82.6167,76.1871,75.2699,64.9622,66.5387,73.9138,78.5326,81.6846,77.6036,73.9309,80.4055,86.8877,82.0558,80.4783,78.2501,80.0247,82.3142,86.7875,84.6603,89.3811,92.0375,84.724,84.7889,88.0082,78.4202,74.5122,75.2452,82.9608,79.5136,76.0668,80.4902,81.0061,86.3859,86.3711,93.9824,89.1796,89.5912,85.384,87.6485,89.8229,96.7036,90.6515,92.1392,93.3534,106.3023,104.7505,103.5851,109.6104,106.5874,106.1696,110.7365,105.2837,103.3105,103.8672,110.5688,115.3704,115.5042,120.3918,122.6411,124.1843,112.9519,94.8872,,85.9064,,,99.7252747253,,110.0099,,,140.211640212,140.7325,137.8647,137.3443,136.5724,145.3472,152.1418,157.6979,161.7227,155.0542,154.2014,160.9706,161.416,163.909,160.0355,156.5253,163.2168,169.0643,175.4214,178.1486,175.11,173.1871,181.539,170.1056,175.1078,178.7178,171.4808,168.1838,167.0264,181.9415,183.0644,178.4076,183.9689,195.367,197.5238,194.2193,192.379,186.592,190.9314,179.2217,176.2151,177.0553,180.1898,189.8632,185.9499,175.9387,177.3598,174.6828,167.9348,168.5059,,163.2425,162.4277,171.7877,177.1529,170.8177,164.0805,157.3479,146.3765,154.6077,155.485,145.9526,133.6756,134.7384,,144.2316,156.7987,151.4499,149.0972,151.9015,152.7902,156.5352,160.2455,149.1885,,155.64,161.3167,160.6402,160.1014,149.3992,146.9816,134.418,140.919,150.5026,158.7019,170.9744,149.925,152.6447,142.9345,136.9895,136.5723,153.5602,140.2097,131.6234,,125.5302,142.1439,142.9968,140.3834,131.1581,129.3506,,124.8581,,123.197,134.3442,125.8043,130.293,129.8876,,125.7014,109.0478,,128.6699,146.0636,139.4239,131.1671,123.1027,127.2484,124.608,127.6249,138.8498,121.9075,134.5731,,131.179,134.5851,133.2772,126.3017,121.827,118.4599,115.627,116.6772,,113.7375,121.1213,109.8858,107.6266,127.7513,132.7053,120.0679,122.2972,120.7242,83.3557333333,155.371833333,1.86396096729
374,67010,21740,Hagerstown,MD,Hagerstown,Washington,375,56.6639,58.3561,61.4972,64.8393,65.019,69.8627,66.5938,70.3882,68.7699,65.8375,65.786,60.2024,54.7743,58.9351,62.6647,62.3404,65.6291,64.5159,63.3313,62.9873,59.7513,63.8346,64.9087,61.3851,65.03,66.3654,67.9117,67.2388,69.9921,65.4392,70.2161,67.9104,68.0699,70.2028,68.7258,62.083,62.033,60.7264,65.2349,62.5406,66.3797,61.7973,63.0481,69.1762,71.8795,69.9698,65.3265,63.6216,66.5114,70.6665,71.9698,74.2566,75.8516,74.2784,71.1953,73.4068,75.7097,76.1479,66.4957,55.4387,59.0149,67.8759,73.2735,79.7761,78.1904,79.8908,78.9436,77.9127,76.313,74.386,68.8411,75.0426,76.7535,78.0404,82.6177,86.5169,85.0437,86.4518,87.1163,87.6586,83.8524,79.5146,81.9028,82.9594,83.8063,81.7287,83.8656,88.7853,91.2442,89.3476,92.5804,95.364,97.3025,90.6169,88.8041,83.3031,87.3272,96.4502,102.7616,107.8395,107.0642,113.0204,112.9499,110.89,107.6884,105.1163,112.3116,112.8408,114.937,123.5364,129.8967,129.6097,130.2904,134.2888,138.5268,139.0458,138.2457,140.5792,145.68,144.4913,142.1761,137.3015,145.7065,147.8044,145.4998,133.671,129.4922,136.8042,142.1115,136.6513,128.9608,134.6001,138.3723,144.4841,135.628,135.7851,135.4141,135.1976,134.2105,128.3256,126.4118,121.7233,120.0177,114.522,118.1573,122.0146,126.3406,132.3413,126.8599,113.9566,109.2283,106.4033,109.4637,106.7575,99.5591,104.5192,109.9648,99.8661,105.5728,106.8636,110.7863,103.888,107.3042,110.6516,115.2556,113.85,106.3453,111.3315,103.2748,106.1987,110.7637,106.9703,106.1267,90.77,91.8317,85.6521,84.4355,86.7253,82.1641,88.8269,94.0332,88.6446,99.0035,104.3044,100.4739,91.5534,91.3662,94.9306,93.3263,94.2564,91.2245,88.6951,85.6437,84.7694,92.4935,92.0218,93.1744,94.687,99.5411,101.3279,93.7756,87.8928,89.1521,89.2678,95.2729,101.4265,98.9842,98.3494,100.4884,93.8114,85.1644,88.0803,93.9397,94.6234,97.2841,93.0079,88.7092,96.3283,103.7142,104.8301,104.0686,100.1585,93.7502,98.335,93.6661,96.4881,91.6651,86.358,86.3682,92.9386,99.2337,103.0093,109.261,111.6449,,72.1068333333,102.444266667,1.42072896466
375,90630,75025,Plano,TX,Dallas-Fort Worth,Collin,376,,,,,,,,60.7263075108,60.6281,62.503,64.8403,67.7791,67.07,66.1335,65.2776,65.6327,65.4396,64.0162,62.2404,63.968,65.3426,64.8855,62.3283,61.3389,62.1564,63.7336,65.0757,66.1381,66.8876,66.5406,66.928,66.7354,66.8499,69.5944,70.3226,69.6004,70.002,69.7765,71.6648,71.5024,70.308,70.6262,71.9717,72.3864,72.7242,73.0762,69.6942,70.9271,72.824,72.7503,73.0844,73.4507,74.3456,73.0186,71.5503,72.8897,73.0347,74.0766,74.7001,75.563,75.5092,76.823,78.0267,78.5275,77.9587,78.3263,77.3898,77.31,76.7977,75.2827,78.1336,77.7012,79.785,79.8999,80.6163,79.0426,79.8558,79.2337,79.5835,79.144,78.8372,79.0607,80.4914,80.1755,79.7957,80.7529,81.5375,82.072,81.1981,80.7648,79.7827,80.0355,81.3606,81.4956,81.1769,82.8771,83.3405,84.0108,83.6705,82.3896,83.7517,83.2797,83.4823,82.2799,81.6465,82.0925,82.7,86.1786,86.7476,87.6779,87.513,87.5024,87.5944,86.6701,86.4454,87.4178,87.8332,87.2965,86.8578,88.138,89.102,89.8172,89.2877,90.8397,90.745,91.8651,90.527,91.2011,91.5276,91.082,90.7662,91.2029,91.4797,90.9046,93.4692,95.481,94.5857,94.1375,92.8744,92.326,92.7485,89.6793,87.4936,88.8742,90.4016,90.7141,91.1393,91.0456,91.3584,91.3522,91.7774,89.7326,86.468,86.2251,89.5508,88.6579,84.615,83.456,85.891,84.9902,81.7712,81.5236,84.897,84.7004,85.5719,81.4901,83.3036,84.6729,87.5015,89.998,89.6337,89.139,86.7238,83.6241,84.1539,82.6857,84.3735,84.3152,82.1576,86.289,84.9675,87.9829,87.9848,88.8883,87.2635,87.7983,85.0474,86.1914,84.5772,83.8652,85.1926,85.988,86.7573,88.7164,88.8174,88.0878,86.4558,88.1456,90.7483,91.3217,92.9007,91.4754,94.2955,95.7817,97.3654,97.7089,99.3648,101.8666,101.5376,101.566,102.0045,102.3204,101.3721,101.1988,102.9153,104.2879,103.1688,106.1957,110.2447,109.2287,109.1783,110.2976,112.8749,113.1179,112.4368,111.8784,115.4673,116.8342,118.7726,120.6716,117.6764,116.5582,115.1753,116.3756,115.802,72.2490666667,84.0101333333,1.16278503252
